Sample,LFQ_Int_CP35491,LFQ_Int_CP10882,LFQ_Int_CN06567,LFQ_Int_CP16894,LFQ_Int_CP22324,LFQ_Int_CH10571,LFQ_Int_CN30310,LFQ_Int_CP19452,LFQ_Int_CM5736,LFQ_Int_CN14704,LFQ_Int_CN39836,LFQ_Int_CP28844,LFQ_Int_CP34310,LFQ_Int_CP34241,LFQ_Int_CP34736,LFQ_Int_CP21176,LFQ_Int_CP24232,LFQ_Int_CN29552,LFQ_Int_CN36290,LFQ_Int_CP23023,LFQ_Int_CN35769
Label,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,High Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade,Low Grade
Q9Y315,15726000,14385000,31594000,25622000,16006000,2225600,31958000,71192000,12106000,13856825,109130000,2778400,31398838,2954700,3816300,65165000,18276000,84489000,26127211,24590870,25320000
Q9Y3E0,4006000,29587000,18593000,23954000,9983100,13766000,25871000,1741100,5666600,15755229,22082000,47957994,6418600,9815000,9244750,22251000,14348000,44507000,29729000,33940000,7137400
Q9Y3E1,13466000,486670000,51221000,168530000,8779900,12824000,43881480,19454000,14248678,46982000,46531000,6293240,1773015,61383000,14858475,392070000,12330000,231110000,125890000,58898000,52862000
Q9Y4W6,16623000,15844000,26743000,6294600,20582000,15783000,43921000,3078800,7652500,10710800,33423000,3734700,6533500,39422000,5838900,61362000,9252867,29724000,79518000,21712000,10786000
Q9Y4X5,6305350,45847000,23795000,24286000,18718000,13208000,22848000,14589000,15882000,10782000,22689000,8264300,616410,7339567,18262050,45623000,9396100,61015000,27385000,20951000,35720000
Q9Y512,55675000,149960000,74858000,74668400,35357000,109160000,40271000,50310000,9433200,29059000,66696000,7322800,3489500,27716911,14240588,167580000,25808000,162060000,54323000,205170000,38680000
Q9Y5B9,18672000,94859000,42624000,40689000,20429000,20229000,48808000,38351000,22331000,13581000,52915000,47957994,1568100,30942500,17782000,64279000,20003778,40602000,24708750,23917000,33422000
Q9Y5K8,5331400,34795456,49793000,30733000,9194100,15795000,36120000,8202357,44115000,13995233,19751000,47957994,6961100,5409100,3918000,23324000,4217300,22537000,12191000,14801000,14683000
Q9Y5P6,17435925,111990000,143780000,48995000,36467000,12913000,20746000,6724200,28283000,3770800,61756000,5860898,6032400,9412788,19318120,154250000,15690000,35398000,74150000,24502000,81360000
Q9Y617,3911300,56123875,134570000,44058000,12639000,53786000,13469000,11297000,19298000,15278089,18260000,47957994,33827367,7745500,13670000,41003025,106750000,25588000,21073000,26238000,78868000
A1L0T0,3463600,206030000,40932000,26332000,12157000,10653000,2722500,8662200,11601225,3655100,36306000,2813850,373040,3978233,2080390,127760000,11495000,54900000,20515000,27177000,50284000
O00160,5386450,27467000,19107000,14169000,7135000,11231000,7211500,35468000,8948650,12745000,52403000,47957994,7042300,86198762,5486800,26024000,10269000,14773000,3022400,11921000,8902600
O00217,18130150,260020000,35992000,74821000,9043600,8513500,6271400,23334600,4641800,24336000,39663000,1404100,624790,1901300,18356875,155680000,13336689,18163000,28023000,9701300,25154000
O00483,11031000,12669000,148580000,30853000,23954000,48194000,53063000,13063800,64733000,16925260,49231000,17066000,6961100,6394800,9582075,51524000,30754000,28920000,18977000,29376000,31077638
O00625,17108000,25955000,39853000,13164000,53732000,2249200,22332000,7036400,298093420,17513000,6309700,47957994,31398838,13395000,7847633,38573000,5957300,16278000,10352000,7543800,41861000
O00754,7000800,256390000,7802900,42703000,34311000,56508000,65571000,54659000,21847500,19062000,49400000,3063280,31398838,13040633,8681817,77376000,5718300,29857000,256310000,22469000,54636000
O14495,4678600,63271000,17332000,7231800,18592000,9620500,25623343,7024900,18289000,7648707,27190000,5137400,2182000,21360425,5658500,53007000,30239000,69793000,4579900,22541000,72425000
O14744,14382000,182360000,14994000,30375000,2827900,1795600,9725538,1257100,43257400,512750,9514500,382630,1350945,5811050,5639375,9744000,3740400,20811000,2213500,11013767,3532400
O14776,6190033,155450000,24489000,8616300,15271000,9978200,21136000,5112200,34945300,10760350,32172000,47957994,31398838,47396000,5574350,44178000,3388300,25225000,13605000,13042000,14938000
O14787,14538767,55008000,22936000,6694200,24664000,6005900,1161700,6098000,51071100,6347200,18878000,2745900,1755500,5999950,9126500,96774000,2190100,19301000,18587000,24733000,20590000
O14879,11838000,22934000,45772000,13148000,24541000,17713000,23361000,2563800,6908597,27791000,16484000,5100600,1054700,9805100,4861050,85204000,8037100,13976000,21085771,27483000,72739000
O14949,21504678,193510000,102470000,50729000,25605000,55237000,65461000,33169900,3315925,15436000,80101100,10621000,1028420,10989000,3637300,186530000,17383000,132200000,41135000,41959000,50845000
O15127,38346000,102550000,55576000,83444000,44361556,52436300,21782000,47783000,13228380,40087000,99281000,9953300,31398838,33731000,26613000,110930000,12959000,70836000,14042000,30998900,34327000
O15258,16725417,67556000,24199000,33401000,68948000,52272000,65640000,30182000,15547750,4862200,46795150,2430050,1074100,3111600,15819750,92666000,9798400,44968000,29135000,69651000,24440000
O15498,21381660,121870000,63365000,35900000,36105000,10058000,18022000,20957000,10344567,15510000,42142000,5286950,1500350,14672000,8779450,71811000,19652950,36080000,66407000,23798000,40028000
O43676,17281000,82581000,26863000,21171000,12942000,87443000,82024000,6983743,9769100,63654000,20158000,47957994,1707600,28393333,10142000,77483000,18110322,34613000,21500000,15106000,13654000
O60264,9854100,104520000,30619000,15670000,12237000,20501000,10332000,4721600,9746900,7728000,45282000,4824800,1755500,575210,5106167,41725000,2309500,23570000,2012400,1829500,16475850
O60502,17170000,138640000,29926000,12413000,13971000,4428800,4772600,6010300,29353450,9200700,22010000,4305300,1755500,12786975,2194215,56163000,21253620,49196000,25818000,15541000,25609000
O60684,12682740,64315000,81761000,16428690,41306000,3919800,7877800,10058000,12094000,8702000,41564000,47957994,46051700,19572900,6025440,94524000,31140000,29040000,25444000,35562000,59017000
O60784,7290800,27984000,12296000,15331000,44173000,3937200,9578500,4522100,58644000,2120500,31215000,20182850,9288200,15281750,7473200,70563000,23277000,6397300,39212000,33990000,37949000
O60831,18947000,49466000,20650000,5822300,49658000,40548000,53372000,22991900,11207000,26486280,43724857,1536400,4749633,9279000,3459600,36353000,3904800,53346500,41945000,30071000,33294000
O60841,14415820,104740000,18297000,13444000,47029000,51285000,13382000,15785000,298093420,25929000,20145000,9951025,3253450,14073567,18799200,68125000,13047000,58164000,13012000,17869000,61214000
O75380,12495000,30743000,41406000,68069000,25920433,38212000,49123000,24795957,58943680,33282000,58588000,2496700,31398838,19069375,9263100,63682000,14216000,18022000,33826000,22420000,32648000
O75475,20478100,204010000,37619000,34065000,26965500,21327000,71432000,39386000,14032000,72055000,26119000,20384150,31398838,15374000,19215540,58258000,16504000,27779000,43184000,85740000,32052000
O75494,7833200,81306800,75570000,59093000,42035000,28275000,20796000,30483000,8825000,45549000,54523000,47957994,3078700,39054500,10186350,44845000,21807750,49458000,65605000,68594000,43243000
O75694,28388667,96165000,21991000,4402600,17537000,15980000,7384200,7828800,3742050,15109000,81120000,2778400,31398838,4303355,7884900,37382000,17392000,15471000,12502000,20922000,44438000
O94776,17847000,54438000,28788300,16834000,14858000,7870900,47612000,3869000,21196867,18211000,10616000,47957994,31398838,23419000,6434133,28355000,7667200,24565000,21859444,16510000,13519000
O94925,13369300,126830000,26641000,5082000,28615000,3053900,46057000,6583600,4522500,68866000,3608700,4879900,31398838,10540600,9661000,29758000,2637200,235290000,18953000,8604000,20875000
O95182,51087000,39405000,120640000,68067000,50722300,68778200,55111000,21860000,11198000,20114000,82448200,11740350,1242300,28109000,29540000,186870000,4160900,187960000,92553000,24419000,80166000
O95202,10127150,171350000,17282000,46159000,5939600,2482200,13828000,12748000,2328000,11201481,9320200,2399408,1755500,8176075,2338900,15068000,7148700,40715000,31125000,11407000,10609000
O95399,115680000,41239000,52115000,370600000,7614200,90814989,38360000,29997311,211363700,16329000,138021800,85410000,30758000,130810000,68834000,53805000,22621660,183400000,60343530,118020000,134070000
O95563,33142925,22576000,116380000,114880000,16323000,10247000,42849900,32029930,30428317,8011300,52145000,4529500,31398838,26416000,23416312,101920000,9841100,96349000,138440000,36002000,72882000
O95817,31723062,357300000,105830000,42112000,51130000,97411000,99701000,30970000,14936825,14735000,34803000,33966320,11054745,31859467,21450278,10489000,24989000,296090000,36441000,38555000,217930000
O96011,19433000,20560000,43392000,26542000,18119000,11439000,8358741,4362800,63834975,3194800,22277000,7430500,1731550,9220225,11041000,62963000,20751033,20100000,30442000,14223911,15605000
P00748,9223500,52784178,2644400,4206000,29842000,7583600,4056800,4393000,98961000,2819500,50359200,1945300,1022500,2608600,10610000,8333000,18996000,63191000,18405000,18028750,6783400
P01034,42849114,148120000,79991000,42097000,29353088,41048000,15535000,85581000,24652000,25849550,57829000,16179400,7615533,11409620,15985000,25000000,10860000,175090000,44278000,30313000,4616900
P03950,2330600,122430000,5781400,17977940,18226240,16146000,2491400,10256550,117700000,7592300,6561100,6502700,31398838,2270200,71068000,12134000,56541000,160300000,6089600,24060540,6098800
P05362,8620150,85447000,114340000,29055000,28935000,12525000,16882000,18639000,9032700,18115000,34638000,7372000,4175000,86198762,3090633,26765000,9330821,28382744,7315500,23310656,9783100
P07947,13457000,63357000,22892000,65642000,30385000,22901000,49340000,27414956,19560000,21518167,23617000,12143100,31398838,19393000,27448000,60468000,22052586,68355000,92167000,30703000,26181000
P08648,22114700,84144000,35700000,137000000,46864000,88160000,36630940,33623000,8073500,11584000,31117000,15582000,768840,36835167,21984557,94258000,45760000,67186000,53081000,63567000,36316000
P09234,32147444,433240000,7338300,82451000,23440000,131240000,61745000,59397000,19512411,11141000,127360000,3431500,3706280,35912080,37478669,536140000,43496000,420270000,54961000,26301000,28514000
P09471,5070200,62767000,234840000,2724700,1356000,19011422,713280000,1186900,7016900,15352886,34430667,47957994,256070,86198762,5378075,10816000,42001000,10071000,14746000,34047000,7937700
P09914,23598000,18752000,121470000,7795600,29561000,2192400,18081643,6671512,5654100,31732000,6018100,5164400,6961100,2519400,27398233,57403000,18301000,6456200,5739100,13769000,23167000
P0DJI8,10013860,434490000,4147700,3627800,4254200,1419000,3302200,961230,158550,14710546,1019800,6076600,5873950,14240967,3889875,1332300,19525000,3905500,3339400,732750,3724500
P11171,23955067,11089000,62927000,18334000,32300000,15723000,7975700,119550000,196250000,21105500,17915000,2368550,1755500,14596267,7056200,8146200,18285000,19680000,39440000,19532000,8517200
P11233,8234600,66766000,58682000,74222000,33568000,21886000,36193000,4142600,53516700,20170000,35265000,28511500,583980,9579750,7249680,87635000,22726329,49703000,73834000,65104000,51596000
P14207,64735500,62767000,40330333,22677000,26070000,15940000,82484000,32881350,7544100,4041400,83953000,13626900,4796400,24120000,18798933,8743900,5980700,70365000,70811000,67014000,84744000
P15090,4248540,22056940,13611000,5642400,17410714,4758767,4217700,6702900,34107000,1693800,9348700,539650,6522000,24946000,2391400,16722000,40024000,8184700,5450100,6007800,11490000
P15153,32407700,40027000,17789000,49231000,14885686,4954500,8951500,17827000,36620000,12868540,68377000,4292400,2270600,10892625,10209833,16589000,19757000,25321000,7997500,16397000,12106000
P15927,11606486,209330000,56309000,92141000,65006000,40487000,55644000,19266000,7343275,71932000,87327000,7981007,658875,10885025,13245729,172920000,29579000,112240000,42478000,46872000,75372000
P15954,34380000,79950000,26439410,29004000,9941800,110440000,49018000,1898000,47293000,93707000,3697700,4296800,31398838,24952000,11236000,109120000,5559200,63297400,21221590,29283000,16357000
P16989,62615690,615830000,88625000,196030000,84485000,176720000,40060000,73444000,17907644,223640000,302730000,14010583,961728,84825278,47839170,1122100000,19440000,673090000,70353000,59936000,144660000
P17096,20910280,195840000,38910000,98606000,28060000,40623000,44449000,176780000,10611000,254750000,179770000,8936367,31398838,32931780,23218467,188950000,19669000,111290000,133240000,45135180,13648000
P19784,14955100,63240000,8955000,43484000,9053300,24903000,10146000,11346000,12032850,5279000,84464000,4276000,1792885,13404886,9856420,72421000,22348890,85490000,3788500,25654000,23856000
P20020,6094700,20922000,33137000,11406000,12856000,20195000,46824000,6196300,39583600,4959000,28466000,5245800,31398838,9006200,5464300,51248000,5705100,6852400,8011700,4830200,56427000
P20936,25271000,12058000,15262000,11732000,12929000,9507500,2367600,1255600,6050800,12574000,17105000,2509167,5021450,4699400,90064923,46053000,1980700,20138000,22760000,17817000,8736600
P27658,1115000,41550000,1768900,11214000,19742571,7410100,10441800,8403483,3630500,16047000,1546100,42563000,1022500,1484900,1738000,4908400,27886000,90729000,24194300,18083078,7829900
P28676,15777000,51156000,25889000,27731000,22804000,26650878,35950000,13881017,9769100,14735000,27745000,2436100,1047500,9815000,7927100,35406000,23845000,46821000,16737000,32192000,8344900
P30273,48418417,116550000,86060000,132880000,5744700,51989000,54442070,155880000,10073660,64404000,234170000,9348505,9945050,69377000,12301300,14631000,39021000,165890000,29143000,62407000,67449000
P30876,29526000,224180000,100700000,24302000,23365000,2581100,4287600,8921600,13894950,2998400,32869000,3900400,373040,6854733,3029042,89614000,20298000,62251000,27230000,22771000,20446000
P35813,5815771,67436000,22885000,36634000,24533000,7752300,17701000,21032000,298093420,10476000,13128000,6009000,616410,3736950,90064923,58047000,13078000,86998000,7847200,9586900,23050000
P36959,71210262,12474000,13324000,7821100,10679000,2220400,1089800,12637000,17222000,15526500,62147000,3284867,5021450,10067725,7517000,163510000,3119300,42480000,45362000,19084000,10757000
P39059,527472,4969800,8628800,4444000,16806346,4201200,7101100,9939800,22638000,1733100,30745000,2011415,8287400,83147189,7243110,128550000,87933000,29766000,56010000,11512000,40462000
P42566,57552000,38974000,27818000,12770000,16909000,3466800,5199700,5292000,7770900,37079425,33383000,955500,1755500,6030950,90064923,30211000,13886000,26781000,13185000,6387200,18820000
P42785,6073100,38753000,32948000,34728000,13511029,24599000,7095500,5552800,6837400,31704000,12546000,8510600,3691390,60836400,4630787,42877000,14241443,19290000,37849000,21263444,10741000
P48745,24176626,1159900000,21770000,36851000,7625600,7519000,36771000,34164000,161793977,3362800,11720000,8153942,590685,1030600,133686100,57873000,43738000,154576578,14493000,7583400,35578000
P49589,18457225,39469000,72096000,10669000,7090700,26413000,7420800,6037000,8200400,1228800,23545000,47957994,6961100,21071000,5886600,36750000,20750000,12839000,18765000,7795500,20574000
P49750,7137050,65811000,18030000,25418000,6850300,6024300,1030100,570100,298093420,20735000,33862000,47957994,31398838,4592350,3024400,79243000,12193000,60248000,19565122,29223000,4768800
P51553,6161100,194700000,32495000,25070000,10492000,30735000,9519100,14325733,5728950,6256100,19305000,5539025,3165800,12973000,16240000,30076000,4402500,54861000,42933000,32305000,8574100
P51692,11310733,54335000,58358000,14933000,31095000,13530000,32594000,22306000,13818000,17063000,13345000,47957994,31398838,12774000,20055000,86576000,14531000,80110000,24423000,35377000,23537000
P52630,5909360,150710000,11484000,6655000,11657000,9280300,18942000,16558388,1119500,63891000,16878000,4600850,1620700,12574880,13361500,119100000,12628000,78603000,2550600,4600500,77913000
P60468,17246700,157460000,17413000,89370000,26896500,81750000,51568000,24227256,66202625,21702000,9305900,16253925,31398838,7985300,6876900,44040000,9668200,135280000,14937000,37883000,85971000
P61326,40588000,141250000,54340000,53414000,25164000,30407000,32250000,27456000,35603875,49036000,33024000,9426200,1701200,16040760,10698325,156630000,38821125,54510000,39345000,59750000,47672000
P61758,10234150,50567000,60955000,32398000,29075000,12042000,15236000,9687800,6965767,25834000,80223000,10801150,31398838,9648400,8197480,80059000,21996000,37121000,52933000,27052000,33358000
P61803,7251600,89846000,65164000,136580000,47284556,99964000,36197000,33873278,207600100,24961000,71210000,47957994,3083900,17880000,2045900,79127000,20215000,79993000,39613000,37476000,51010600
P61964,30902789,146850000,92747000,78424000,11203000,106320000,52932000,27860878,15564200,48674000,39218000,15524000,6847300,94360000,22369643,249640000,22337000,265070000,32272000,45419000,89032000
P62841,30494438,463310000,96984000,1806600,8031000,6552300,49267089,7888600,3169300,725760,52800000,7058450,431090,14044411,14356836,624600000,78364000,99362000,75747000,20262000,41802000
P67870,29885640,188960000,84624000,64168000,61041000,75652000,76124000,54454550,10735000,47874800,75615000,14897020,11279500,7189500,15005222,262370000,27332000,213030000,101810000,61802000,60548000
P78310,15166800,98693000,32781000,54252000,20759000,8948400,12120940,6569200,8572500,21317000,25854000,2798500,31398838,32832200,6743700,145900000,11024000,22004000,70361000,53859000,16832000
P78344,5734800,25848000,30516000,34754000,37629000,13103000,9565200,5754600,12560467,5265400,25813000,7655100,31398838,8153733,4911100,66034000,15204000,46568000,19959000,16858000,46175000
P78356,6823300,79657000,31779000,32774000,18138775,16335000,26104000,11210000,26631000,12611000,25595000,2778400,31398838,13848367,5320000,29603000,6232700,40764000,24721000,23207000,16639000
P82979,86000000,126290000,34324000,157170000,2210900,61109222,96872000,41551000,14621925,26004000,85669000,5281788,31398838,14675000,30158000,150370000,26701600,88660000,9522600,34042000,40776778
Q01085,5921450,266740000,9586100,10803000,5966300,6416000,4296300,8735850,2502500,13314000,13478000,955500,986185,12315300,4901350,24824000,18185000,11190000,4156300,5382400,18962000
Q02318,9591300,8244500,26180000,28052000,18703000,9013000,6195500,18226429,3614200,14204000,35739111,3059950,3267550,6805450,6765600,49210000,6723000,30626000,14799000,14141000,20129000
Q02809,9476400,44189000,21408878,10099000,17511000,4896800,24780000,6819000,52221400,13277000,4946400,3100650,1755500,10075000,16151000,22307000,12075000,13473000,11425000,5123100,34617000
Q02880,11801775,139280000,25368000,21223000,30075000,27985000,26056000,21483000,37128467,38729000,32590000,8488267,3165800,61657500,7668900,109150000,12890000,74241000,8982600,9999400,18324000
Q04828,23126571.4,108740000,90685000,9315600,113569350,12269000,52296877.8,9720800,4320900,48927430,97723000,4754975,178519.2,88217000,28085000,201750000,21949000,809530000,67034000,47465000,58658000
Q07507,2718500,105050000,15598000,57515900,11532000,77929000,11386000,76930000,873850000,5863400,62724200,12010900,3083900,23443629,15302000,80843000,22173000,12110000,44663378,39240022,11948000
Q08AM6,28250837.5,220130000,141730000,36242000,56290000,7827300,16092000,28328000,13020657.1,27388000,37090000,5909183.3,609016.7,22214060,14845525,186620000,57520000,74594000,36304000,60076000,90492000
Q08J23,595233275,35402000,16523000,4478400,13511000,20707000,9858200,11651000,9981400,93286000,48177000,12020800,31398838,10721000,90064923,36991000,5993300,52228000,34174000,6029100,23879000
Q10471,18512250,50124000,58899000,52631000,7834800,47732000,16277000,20260000,14120400,53706000,94586000,10332300,1687290,24631000,16931000,31681000,21053000,50538089,107700000,31201000,106020000
Q12959,9476400,35330000,34944429,27554000,14056000,30692000,26839000,10460000,44115000,18112000,9012400,47957994,4615850,12211120,16151000,17447000,3790700,19696000,12648000,12521000,28219000
Q13107,5986850,61529000,6604400,11281000,18356000,19715000,7948700,9852400,103340000,23601000,19474000,47957994,31398838,10659000,5294350,24723000,6359100,8949600,4635800,6515500,10703000
Q13564,11745960,75361000,56753000,29792000,46898000,36298000,74486000,23703000,41135660,44287000,35061000,23335400,54121000,3439000,7213300,149290000,15905000,48200000,35151000,32603800,56992000
Q13586,7134300,111080000,15830000,2513900,15991000,19148171,5824300,34875000,4377900,6737900,7647600,6322367,2460650,16629550,9598400,28304000,3424900,33569000,977400,4672700,17117000
Q13867,66468000,129500000,190870000,242090000,48166000,68415000,86288667,47947000,52438000,60017000,128820000,9123874,3920370,42311000,38901044,216210000,62832000,151790000,280690000,250800000,300470000
Q14139,22164100,17854000,49810000,12590000,14758214,4411300,4506600,2752700,14896000,10690000,58950000,1840525,31398838,13987000,7194700,19434000,7484700,47567000,34188000,42816000,7844400
Q14160,44279250,1274300000,51758000,27731000,214440000,37360000,32225000,8744100,25580312,42881000,296630000,3238920,1889232,39789600,34549788,447670000,25805000,105980000,95514000,47065000,246500000
Q14194,6730700,519980000,90495000,10899000,4337800,26687000,87364000,1362000,2515100,28691831,3953800,7094150,5873950,11776314,4631920,2879700,5532700,16651000,31518084,17919000,25835000
Q14728,15805280,92411000,41979000,19059000,44562000,9165000,484270,3896000,7683300,19655000,56851000,47957994,4104400,38499000,6461800,81509000,10317000,25056000,47000000,10447000,42060000
Q14839,19853420,49129000,41008000,19448000,11981000,5271800,12063000,13759000,298093420,19283000,37977000,4857850,616410,6658150,5162750,15082000,7739800,68915000,27151000,12016000,10142000
Q14938,2184000,72250000,8698200,11412000,20024143,18299000,367460000,6804322,11488000,14238000,14989000,2527900,1160250,8246525,9275900,54591000,5194900,67155000,9221400,10321000,19128000
Q15120,18408000,48582000,7892800,7216400,25525000,33889000,57309000,5616500,32682675,79863000,30184000,1933883,451850,13846040,7492400,20086000,11908000,66640000,19307000,73570000,16157000
Q15276,6896067,16906000,21165000,30824000,8484600,40118000,4874000,15806760,4267500,11716000,48418000,12020800,31398838,15067000,7085600,36137000,14644000,26910000,13354000,7777500,20327000
Q15477,26734833,45559000,13533000,14090000,19107000,8082900,3356400,468170,59855000,8870600,47306000,47957994,31398838,12088000,8102450,25258000,16153000,62636000,14219000,14592000,27282000
Q16186,13355550,121610000,9470300,13815000,4703200,51305000,5133500,19988000,6568700,20069000,50551000,7279763,1620700,18878000,13328950,90378000,5467700,56001000,7891500,4946000,27699144
Q2M2I8,12688375,45984000,20567000,16171000,30128000,22766200,32116000,18866000,10543067,12858000,36153000,2157400,4796400,53832133,14918825,34754000,20294000,65254000,57927000,34732000,41100000
